>Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1-1 (tRNAscan-SE ID: chr.trna9) chr:780554-780629 (+) Lys (TTT) 76 bp Sc: 94.9
>Danio_rerio_tRNA-Glu-TTC-2-26 (tRNAscan-SE ID: chr4.trna9057) Glu (TTC) 72 bp Sc: 70.4 chr4:51358990-51359061 (-)
>Danio_rerio_tRNA-Glu-TTC-2-27 (tRNAscan-SE ID: chr4.trna9054) Glu (TTC) 72 bp Sc: 70.4 chr4:51361220-51361291 (-)
>Danio_rerio_tRNA-Glu-TTC-2-28 (tRNAscan-SE ID: chr4.trna3886) Glu (TTC) 72 bp Sc: 70.4 chr4:56043894-56043965 (+)
>Danio_rerio_tRNA-Glu-TTC-2-29 (tRNAscan-SE ID: chr4.trna3889) Glu (TTC) 72 bp Sc: 70.4 chr4:56046141-56046212 (+)
>Danio_rerio_tRNA-Glu-TTC-2-3 (tRNAscan-SE ID: chr4.trna11903) Glu (TTC) 72 bp Sc: 70.4 chr4:34188855-34188926 (-)
>Danio_rerio_tRNA-Glu-TTC-2-30 (tRNAscan-SE ID: chr4.trna3892) Glu (TTC) 72 bp Sc: 70.4 chr4:56048390-56048461 (+)
>Danio_rerio_tRNA-Glu-TTC-2-31 (tRNAscan-SE ID: chr4.trna3895) Glu (TTC) 72 bp Sc: 70.4 chr4:56050639-56050710 (+)
>Danio_rerio_tRNA-Glu-TTC-2-32 (tRNAscan-SE ID: chr4.trna8157) Glu (TTC) 72 bp Sc: 70.4 chr4:57024311-57024382 (-)
>Danio_rerio_tRNA-Glu-TTC-2-33 (tRNAscan-SE ID: chr4.trna8083) Glu (TTC) 72 bp Sc: 70.4 chr4:57835101-57835172 (-)
>Danio_rerio_tRNA-Glu-TTC-2-34 (tRNAscan-SE ID: chr4.trna8080) Glu (TTC) 72 bp Sc: 70.4 chr4:57837330-57837401 (-)
>Danio_rerio_tRNA-Glu-TTC-2-35 (tRNAscan-SE ID: chr4.trna4654) Glu (TTC) 72 bp Sc: 70.4 chr4:60828709-60828780 (+)
>Danio_rerio_tRNA-Glu-TTC-2-36 (tRNAscan-SE ID: chr4.trna4660) Glu (TTC) 72 bp Sc: 70.4 chr4:60833220-60833291 (+)
>Danio_rerio_tRNA-Glu-TTC-2-37 (tRNAscan-SE ID: chr4.trna4663) Glu (TTC) 72 bp Sc: 70.4 chr4:60835478-60835549 (+)
>Danio_rerio_tRNA-Glu-TTC-2-38 (tRNAscan-SE ID: chr4.trna7160) Glu (TTC) 72 bp Sc: 70.4 chr4:61824829-61824900 (-)
>Danio_rerio_tRNA-Glu-TTC-2-39 (tRNAscan-SE ID: chr4.trna5440) Glu (TTC) 72 bp Sc: 70.4 chr4:65103780-65103851 (+)
>Danio_rerio_tRNA-Glu-TTC-2-4 (tRNAscan-SE ID: chr4.trna11581) Glu (TTC) 72 bp Sc: 70.4 chr4:36712544-36712615 (-)
>Danio_rerio_tRNA-Glu-TTC-2-40 (tRNAscan-SE ID: chr4.trna5443) Glu (TTC) 72 bp Sc: 70.4 chr4:65106019-65106090 (+)
>Danio_rerio_tRNA-Glu-TTC-2-41 (tRNAscan-SE ID: chr4.trna5446) Glu (TTC) 72 bp Sc: 70.4 chr4:65108253-65108324 (+)
>Danio_rerio_tRNA-Glu-TTC-2-42 (tRNAscan-SE ID: chr4.trna5448) Glu (TTC) 72 bp Sc: 70.4 chr4:65109858-65109929 (+)
>Danio_rerio_tRNA-Glu-TTC-2-43 (tRNAscan-SE ID: chr4.trna5451) Glu (TTC) 72 bp Sc: 70.4 chr4:65112091-65112162 (+)
>Danio_rerio_tRNA-Glu-TTC-2-44 (tRNAscan-SE ID: chr4.trna5454) Glu (TTC) 72 bp Sc: 70.4 chr4:65114323-65114394 (+)
>Danio_rerio_tRNA-Glu-TTC-2-45 (tRNAscan-SE ID: chr4.trna5457) Glu (TTC) 72 bp Sc: 70.4 chr4:65116551-65116622 (+)
>Danio_rerio_tRNA-Glu-TTC-2-46 (tRNAscan-SE ID: chr4.trna6486) Glu (TTC) 72 bp Sc: 70.4 chr4:67341517-67341588 (-)
>Danio_rerio_tRNA-Glu-TTC-2-47 (tRNAscan-SE ID: chr4.trna5778) Glu (TTC) 72 bp Sc: 70.4 chr4:68284795-68284866 (+)
>Danio_rerio_tRNA-Glu-TTC-2-48 (tRNAscan-SE ID: chr4.trna5781) Glu (TTC) 72 bp Sc: 70.4 chr4:68290031-68290102 (+)
>Danio_rerio_tRNA-Glu-TTC-2-49 (tRNAscan-SE ID: chr4.trna5784) Glu (TTC) 72 bp Sc: 70.4 chr4:68292287-68292358 (+)
>Danio_rerio_tRNA-Glu-TTC-2-5 (tRNAscan-SE ID: chr4.trna11578) Glu (TTC) 72 bp Sc: 70.4 chr4:36714803-36714874 (-)
>Danio_rerio_tRNA-Glu-TTC-2-50 (tRNAscan-SE ID: chr4.trna5787) Glu (TTC) 72 bp Sc: 70.4 chr4:68294517-68294588 (+)
>Danio_rerio_tRNA-Glu-TTC-2-51 (tRNAscan-SE ID: chr4.trna5790) Glu (TTC) 72 bp Sc: 70.4 chr4:68296774-68296845 (+)
>Danio_rerio_tRNA-Glu-TTC-2-52 (tRNAscan-SE ID: chr4.trna5793) Glu (TTC) 72 bp Sc: 70.4 chr4:68299030-68299101 (+)
>Danio_rerio_tRNA-Glu-TTC-2-53 (tRNAscan-SE ID: chr4.trna5799) Glu (TTC) 72 bp Sc: 70.4 chr4:68303542-68303613 (+)
>Danio_rerio_tRNA-Glu-TTC-2-54 (tRNAscan-SE ID: chr4.trna5802) Glu (TTC) 72 bp Sc: 70.4 chr4:68305798-68305869 (+)
>Danio_rerio_tRNA-Glu-TTC-2-55 (tRNAscan-SE ID: chr4.trna5808) Glu (TTC) 72 bp Sc: 70.4 chr4:68310311-68310382 (+)
>Danio_rerio_tRNA-Glu-TTC-2-56 (tRNAscan-SE ID: chr4.trna5811) Glu (TTC) 72 bp Sc: 70.4 chr4:68312568-68312639 (+)
>Danio_rerio_tRNA-Glu-TTC-2-57 (tRNAscan-SE ID: chr4.trna5814) Glu (TTC) 72 bp Sc: 70.4 chr4:68314823-68314894 (+)
>Danio_rerio_tRNA-Glu-TTC-2-58 (tRNAscan-SE ID: chr4.trna5817) Glu (TTC) 72 bp Sc: 70.4 chr4:68317079-68317150 (+)
>Danio_rerio_tRNA-Glu-TTC-2-59 (tRNAscan-SE ID: chr4.trna5820) Glu (TTC) 72 bp Sc: 70.4 chr4:68319335-68319406 (+)
>Danio_rerio_tRNA-Glu-TTC-2-6 (tRNAscan-SE ID: chr4.trna11125) Glu (TTC) 72 bp Sc: 70.4 chr4:37743063-37743134 (-)
>Danio_rerio_tRNA-Glu-TTC-2-60 (tRNAscan-SE ID: chr4.trna5823) Glu (TTC) 72 bp Sc: 70.4 chr4:68321592-68321663 (+)
>Danio_rerio_tRNA-Glu-TTC-2-61 (tRNAscan-SE ID: chr4.trna5826) Glu (TTC) 72 bp Sc: 70.4 chr4:68323848-68323919 (+)
>Danio_rerio_tRNA-Glu-TTC-2-62 (tRNAscan-SE ID: chr4.trna6202) Glu (TTC) 72 bp Sc: 70.4 chr4:71839852-71839923 (-)
>Danio_rerio_tRNA-Glu-TTC-2-63 (tRNAscan-SE ID: chr6.trna134) Glu (TTC) 72 bp Sc: 70.4 chr6:60020848-60020919 (+)
>Danio_rerio_tRNA-Glu-TTC-2-64 (tRNAscan-SE ID: chr11.trna8) Glu (TTC) 72 bp Sc: 70.4 chr11:1393768-1393839 (+)
>Danio_rerio_tRNA-Glu-TTC-2-65 (tRNAscan-SE ID: chr14.trna40) Glu (TTC) 72 bp Sc: 70.4 chr14:40852202-40852273 (-)
>Danio_rerio_tRNA-Glu-TTC-2-66 (tRNAscan-SE ID: chr23.trna17) Glu (TTC) 72 bp Sc: 70.4 chr23:19154063-19154134 (+)
>Danio_rerio_tRNA-Glu-TTC-2-67 (tRNAscan-SE ID: chrUn_KN147642v2.trna2) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN147642v2:72207-72278 (+)
>Danio_rerio_tRNA-Glu-TTC-2-68 (tRNAscan-SE ID: chrUn_KN147642v2.trna5) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN147642v2:74464-74535 (+)
>Danio_rerio_tRNA-Glu-TTC-2-69 (tRNAscan-SE ID: chrUn_KN149682v1.trna156) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:9054-9125 (-)
>Danio_rerio_tRNA-Glu-TTC-2-7 (tRNAscan-SE ID: chr4.trna11121) Glu (TTC) 72 bp Sc: 70.4 chr4:37746252-37746323 (-)
>Danio_rerio_tRNA-Glu-TTC-2-70 (tRNAscan-SE ID: chrUn_KN149682v1.trna153) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:11284-11355 (-)
>Danio_rerio_tRNA-Glu-TTC-2-71 (tRNAscan-SE ID: chrUn_KN149682v1.trna150) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:13514-13585 (-)
>Danio_rerio_tRNA-Glu-TTC-2-72 (tRNAscan-SE ID: chrUn_KN149682v1.trna147) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:15744-15815 (-)
>Danio_rerio_tRNA-Glu-TTC-2-73 (tRNAscan-SE ID: chrUn_KN149682v1.trna144) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:17974-18045 (-)
>Danio_rerio_tRNA-Glu-TTC-2-74 (tRNAscan-SE ID: chrUn_KN149682v1.trna141) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:20204-20275 (-)
>Danio_rerio_tRNA-Glu-TTC-2-75 (tRNAscan-SE ID: chrUn_KN149682v1.trna138) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:22434-22505 (-)
>Danio_rerio_tRNA-Glu-TTC-2-76 (tRNAscan-SE ID: chrUn_KN149682v1.trna135) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:24664-24735 (-)
>Danio_rerio_tRNA-Glu-TTC-2-77 (tRNAscan-SE ID: chrUn_KN149682v1.trna132) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:26894-26965 (-)
>Danio_rerio_tRNA-Glu-TTC-2-78 (tRNAscan-SE ID: chrUn_KN149682v1.trna129) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:29124-29195 (-)
>Danio_rerio_tRNA-Glu-TTC-2-79 (tRNAscan-SE ID: chrUn_KN149682v1.trna126) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:31354-31425 (-)
>Danio_rerio_tRNA-Glu-TTC-2-8 (tRNAscan-SE ID: chr4.trna11119) Glu (TTC) 72 bp Sc: 70.4 chr4:37748012-37748083 (-)
>Danio_rerio_tRNA-Glu-TTC-2-80 (tRNAscan-SE ID: chrUn_KN149682v1.trna123) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:33584-33655 (-)
>Danio_rerio_tRNA-Glu-TTC-2-81 (tRNAscan-SE ID: chrUn_KN149682v1.trna120) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:35814-35885 (-)
>Danio_rerio_tRNA-Glu-TTC-2-82 (tRNAscan-SE ID: chrUn_KN149682v1.trna117) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:38044-38115 (-)
>Danio_rerio_tRNA-Glu-TTC-2-83 (tRNAscan-SE ID: chrUn_KN149682v1.trna114) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149682v1:40274-40345 (-)
>Danio_rerio_tRNA-Glu-TTC-2-84 (tRNAscan-SE ID: chrUn_KN149694v1.trna14) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149694v1:108838-108909 (+)
>Danio_rerio_tRNA-Glu-TTC-2-85 (tRNAscan-SE ID: chrUn_KN149694v1.trna20) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149694v1:113357-113428 (+)
>Danio_rerio_tRNA-Glu-TTC-2-86 (tRNAscan-SE ID: chrUn_KN149694v1.trna23) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149694v1:115614-115685 (+)
>Danio_rerio_tRNA-Glu-TTC-2-87 (tRNAscan-SE ID: chrUn_KN149847v1.trna9) Glu (TTC) 72 bp Sc: 70.4 chrUn_KN149847v1:34138-34209 (+)
>Danio_rerio_tRNA-Glu-TTC-2-9 (tRNAscan-SE ID: chr4.trna11115) Glu (TTC) 72 bp Sc: 70.4 chr4:37751532-37751603 (-)
>Danio_rerio_tRNA-Glu-TTC-20-1 (tRNAscan-SE ID: chr4.trna5805) Glu (TTC) 72 bp Sc: 59.9 chr4:68308055-68308126 (+)
>Danio_rerio_tRNA-Glu-TTC-20-2 (tRNAscan-SE ID: chrUn_KN149682v1.trna111) Glu (TTC) 72 bp Sc: 59.9 chrUn_KN149682v1:42504-42575 (-)
>Danio_rerio_tRNA-Glu-TTC-21-1 (tRNAscan-SE ID: chr4.trna7362) Glu (TTC) 72 bp Sc: 66.9 chr4:60747873-60747944 (-)
>Danio_rerio_tRNA-Glu-TTC-22-1 (tRNAscan-SE ID: chr4.trna8077) Glu (TTC) 72 bp Sc: 62.9 chr4:57839559-57839630 (-)
>Danio_rerio_tRNA-Glu-TTC-22-2 (tRNAscan-SE ID: chr4.trna8074) Glu (TTC) 72 bp Sc: 62.9 chr4:57841788-57841859 (-)
>Danio_rerio_tRNA-Glu-TTC-22-3 (tRNAscan-SE ID: chr4.trna8071) Glu (TTC) 72 bp Sc: 62.9 chr4:57844017-57844088 (-)
>Danio_rerio_tRNA-Glu-TTC-22-4 (tRNAscan-SE ID: chr4.trna8065) Glu (TTC) 72 bp Sc: 62.9 chr4:57848476-57848547 (-)
>Danio_rerio_tRNA-Glu-TTC-22-5 (tRNAscan-SE ID: chr4.trna5796) Glu (TTC) 72 bp Sc: 62.9 chr4:68301286-68301357 (+)
>Danio_rerio_tRNA-Glu-TTC-23-1 (tRNAscan-SE ID: chr4.trna6779) Glu (TTC) 72 bp Sc: 67.0 chr4:64824712-64824783 (-)
>Danio_rerio_tRNA-Glu-TTC-24-1 (tRNAscan-SE ID: chr4.trna9700) Glu (TTC) 72 bp Sc: 62.5 chr4:47855000-47855071 (-)
>Danio_rerio_tRNA-Glu-TTC-24-2 (tRNAscan-SE ID: chr4.trna2714) Glu (TTC) 72 bp Sc: 62.5 chr4:48841512-48841583 (+)
>Danio_rerio_tRNA-Glu-TTC-25-1 (tRNAscan-SE ID: chrUn_KN149847v1.trna7) Glu (TTC) 72 bp Sc: 61.0 chrUn_KN149847v1:32880-32951 (+)
>Danio_rerio_tRNA-Glu-TTC-26-1 (tRNAscan-SE ID: chr4.trna10398) Glu (TTC) 72 bp Sc: 62.7 chr4:41803210-41803281 (-)
>Danio_rerio_tRNA-Glu-TTC-26-2 (tRNAscan-SE ID: chr4.trna8160) Glu (TTC) 72 bp Sc: 62.7 chr4:57022080-57022151 (-)
>Danio_rerio_tRNA-Glu-TTC-26-3 (tRNAscan-SE ID: chr4.trna4599) Glu (TTC) 72 bp Sc: 62.7 chr4:60338796-60338867 (+)
>Danio_rerio_tRNA-Glu-TTC-27-1 (tRNAscan-SE ID: chr4.trna9059) Glu (TTC) 72 bp Sc: 66.0 chr4:51357755-51357826 (-)
>Danio_rerio_tRNA-Glu-TTC-28-1 (tRNAscan-SE ID: chrUn_KN147651v2.trna169) Glu (TTC) 72 bp Sc: 62.5 chrUn_KN147651v2:41912-41983 (-)
>Danio_rerio_tRNA-Glu-TTC-29-1 (tRNAscan-SE ID: chr4.trna6917) Glu (TTC) 72 bp Sc: 62.2 chr4:64165648-64165719 (-)
>Danio_rerio_tRNA-Glu-TTC-3-1 (tRNAscan-SE ID: chr4.trna4645) Glu (TTC) 72 bp Sc: 69.4 chr4:60821939-60822010 (+)
>Danio_rerio_tRNA-Glu-TTC-30-1 (tRNAscan-SE ID: chr4.trna1668) Glu (TTC) 72 bp Sc: 66.1 chr4:41250259-41250330 (+)
>Danio_rerio_tRNA-Glu-TTC-30-2 (tRNAscan-SE ID: chr4.trna5014) Glu (TTC) 72 bp Sc: 66.1 chr4:63105220-63105291 (+)
>Danio_rerio_tRNA-Glu-TTC-31-1 (tRNAscan-SE ID: chr4.trna4593) Glu (TTC) 72 bp Sc: 65.6 chr4:60334337-60334408 (+)
>Danio_rerio_tRNA-Glu-TTC-32-1 (tRNAscan-SE ID: chr4.trna10389) Glu (TTC) 72 bp Sc: 65.0 chr4:41809886-41809957 (-)
>Danio_rerio_tRNA-Glu-TTC-33-1 (tRNAscan-SE ID: chrUn_KZ116044v1.trna10) Glu (TTC) 72 bp Sc: 63.6 chrUn_KZ116044v1:27850-27921 (+)
>Danio_rerio_tRNA-Glu-TTC-34-1 (tRNAscan-SE ID: chrUn_KN150667v1.trna3) Glu (TTC) 72 bp Sc: 64.0 chrUn_KN150667v1:44917-44988 (-)
>Danio_rerio_tRNA-Glu-TTC-35-1 (tRNAscan-SE ID: chrUn_KN149847v1.trna12) Glu (TTC) 72 bp Sc: 62.3 chrUn_KN149847v1:36393-36464 (+)
>Danio_rerio_tRNA-Glu-TTC-36-1 (tRNAscan-SE ID: chr4.trna4648) Glu (TTC) 72 bp Sc: 69.0 chr4:60824197-60824268 (+)
>Danio_rerio_tRNA-Glu-TTC-36-2 (tRNAscan-SE ID: chr4.trna4651) Glu (TTC) 72 bp Sc: 69.0 chr4:60826454-60826525 (+)
>Danio_rerio_tRNA-Glu-TTC-36-3 (tRNAscan-SE ID: chr4.trna4657) Glu (TTC) 72 bp Sc: 69.0 chr4:60830965-60831036 (+)
>Danio_rerio_tRNA-Glu-TTC-37-1 (tRNAscan-SE ID: chr4.trna8485) Glu (TTC) 72 bp Sc: 65.0 chr4:54928237-54928308 (-)
>Danio_rerio_tRNA-Glu-TTC-38-1 (tRNAscan-SE ID: chr4.trna11584) Glu (TTC) 72 bp Sc: 60.8 chr4:36678276-36678347 (-)
>Danio_rerio_tRNA-Glu-TTC-39-1 (tRNAscan-SE ID: chr4.trna10519) Glu (TTC) 72 bp Sc: 65.3 chr4:40342991-40343062 (-)
>Danio_rerio_tRNA-Glu-TTC-4-1 (tRNAscan-SE ID: chr4.trna11874) Glu (TTC) 72 bp Sc: 72.5 chr4:34889525-34889596 (-)
>Danio_rerio_tRNA-Glu-TTC-4-2 (tRNAscan-SE ID: chr4.trna10508) Glu (TTC) 72 bp Sc: 72.5 chr4:40351896-40351967 (-)
>Danio_rerio_tRNA-Glu-TTC-4-3 (tRNAscan-SE ID: chr4.trna3048) Glu (TTC) 72 bp Sc: 72.5 chr4:51024546-51024617 (+)
>Danio_rerio_tRNA-Glu-TTC-4-4 (tRNAscan-SE ID: chr4.trna8030) Glu (TTC) 72 bp Sc: 72.5 chr4:58381213-58381284 (-)
>Danio_rerio_tRNA-Glu-TTC-4-5 (tRNAscan-SE ID: chr4.trna6777) Glu (TTC) 72 bp Sc: 72.5 chr4:64825878-64825949 (-)
>Danio_rerio_tRNA-Glu-TTC-4-6 (tRNAscan-SE ID: chr4.trna6774) Glu (TTC) 72 bp Sc: 72.5 chr4:64828107-64828178 (-)
>Danio_rerio_tRNA-Glu-TTC-4-7 (tRNAscan-SE ID: chrUn_KN149686v1.trna23) Glu (TTC) 72 bp Sc: 72.5 chrUn_KN149686v1:24015-24086 (-)
>Danio_rerio_tRNA-Glu-TTC-4-8 (tRNAscan-SE ID: chrUn_KN150083v1.trna1) Glu (TTC) 72 bp Sc: 72.5 chrUn_KN150083v1:195-266 (+)
>Danio_rerio_tRNA-Glu-TTC-40-1 (tRNAscan-SE ID: chrUn_KN149694v1.trna26) Glu (TTC) 72 bp Sc: 62.9 chrUn_KN149694v1:117867-117938 (+)
>Danio_rerio_tRNA-Glu-TTC-41-1 (tRNAscan-SE ID: chr4.trna2104) Glu (TTC) 72 bp Sc: 61.2 chr4:44593658-44593729 (+)
>Danio_rerio_tRNA-Glu-TTC-42-1 (tRNAscan-SE ID: chr4.trna5775) Glu (TTC) 72 bp Sc: 60.3 chr4:68282538-68282609 (+)
>Danio_rerio_tRNA-Glu-TTC-43-1 (tRNAscan-SE ID: chrUn_KN150331v1.trna1) Glu (TTC) 72 bp Sc: 63.6 chrUn_KN150331v1:1002-1073 (+)
>Danio_rerio_tRNA-Glu-TTC-44-1 (tRNAscan-SE ID: chr4.trna2760) Glu (TTC) 72 bp Sc: 61.3 chr4:49089718-49089789 (+)
>Danio_rerio_tRNA-Glu-TTC-45-1 (tRNAscan-SE ID: chr4.trna8154) Glu (TTC) 72 bp Sc: 63.1 chr4:57026542-57026613 (-)
>Danio_rerio_tRNA-Glu-TTC-46-1 (tRNAscan-SE ID: chr4.trna3898) Glu (TTC) 72 bp Sc: 61.5 chr4:56052889-56052960 (+)
>Danio_rerio_tRNA-Glu-TTC-47-1 (tRNAscan-SE ID: chrUn_KN147636v1.trna23) Glu (TTC) 72 bp Sc: 64.4 chrUn_KN147636v1:31569-31640 (+)
>Danio_rerio_tRNA-Glu-TTC-48-1 (tRNAscan-SE ID: chr4.trna11647) Glu (TTC) 72 bp Sc: 64.9 chr4:35748472-35748543 (-)
>Danio_rerio_tRNA-Glu-TTC-49-1 (tRNAscan-SE ID: chr15.trna184) Glu (TTC) 72 bp Sc: 68.0 chr15:16482846-16482917 (-)
>Danio_rerio_tRNA-Glu-TTC-49-10 (tRNAscan-SE ID: chr15.trna157) Glu (TTC) 72 bp Sc: 68.0 chr15:16502971-16503042 (-)
>Danio_rerio_tRNA-Glu-TTC-49-11 (tRNAscan-SE ID: chr15.trna154) Glu (TTC) 72 bp Sc: 68.0 chr15:16505207-16505278 (-)
>Danio_rerio_tRNA-Glu-TTC-49-2 (tRNAscan-SE ID: chr15.trna181) Glu (TTC) 72 bp Sc: 68.0 chr15:16485082-16485153 (-)
>Danio_rerio_tRNA-Glu-TTC-49-3 (tRNAscan-SE ID: chr15.trna178) Glu (TTC) 72 bp Sc: 68.0 chr15:16487318-16487389 (-)
>Danio_rerio_tRNA-Glu-TTC-49-4 (tRNAscan-SE ID: chr15.trna175) Glu (TTC) 72 bp Sc: 68.0 chr15:16489554-16489625 (-)
>Danio_rerio_tRNA-Glu-TTC-49-5 (tRNAscan-SE ID: chr15.trna172) Glu (TTC) 72 bp Sc: 68.0 chr15:16491790-16491861 (-)
>Danio_rerio_tRNA-Glu-TTC-49-6 (tRNAscan-SE ID: chr15.trna169) Glu (TTC) 72 bp Sc: 68.0 chr15:16494026-16494097 (-)
>Danio_rerio_tRNA-Glu-TTC-49-7 (tRNAscan-SE ID: chr15.trna166) Glu (TTC) 72 bp Sc: 68.0 chr15:16496263-16496334 (-)
>Danio_rerio_tRNA-Glu-TTC-49-8 (tRNAscan-SE ID: chr15.trna163) Glu (TTC) 72 bp Sc: 68.0 chr15:16498499-16498570 (-)
>Danio_rerio_tRNA-Glu-TTC-49-9 (tRNAscan-SE ID: chr15.trna160) Glu (TTC) 72 bp Sc: 68.0 chr15:16500735-16500806 (-)
>Danio_rerio_tRNA-Glu-TTC-5-1 (tRNAscan-SE ID: chr4.trna169) Glu (TTC) 72 bp Sc: 68.5 chr4:31158276-31158347 (+)
>Danio_rerio_tRNA-Glu-TTC-5-2 (tRNAscan-SE ID: chrUn_KN149847v1.trna4) Glu (TTC) 72 bp Sc: 68.5 chrUn_KN149847v1:30624-30695 (+)
>Danio_rerio_tRNA-Glu-TTC-50-1 (tRNAscan-SE ID: chr4.trna2757) Glu (TTC) 72 bp Sc: 56.8 chr4:49087488-49087559 (+)
>Danio_rerio_tRNA-Glu-TTC-50-2 (tRNAscan-SE ID: chrUn_KN147651v2.trna166) Glu (TTC) 72 bp Sc: 56.8 chrUn_KN147651v2:44139-44210 (-)
>Danio_rerio_tRNA-Glu-TTC-51-1 (tRNAscan-SE ID: chr4.trna6489) Glu (TTC) 72 bp Sc: 65.0 chr4:67339287-67339358 (-)
>Danio_rerio_tRNA-Glu-TTC-52-1 (tRNAscan-SE ID: chrUn_KN150331v1.trna4) Glu (TTC) 72 bp Sc: 61.0 chrUn_KN150331v1:3268-3339 (+)
>Danio_rerio_tRNA-Glu-TTC-52-2 (tRNAscan-SE ID: chrUn_KN150331v1.trna7) Glu (TTC) 72 bp Sc: 61.0 chrUn_KN150331v1:5524-5595 (+)
>Danio_rerio_tRNA-Glu-TTC-53-1 (tRNAscan-SE ID: chr4.trna9721) Glu (TTC) 72 bp Sc: 63.4 chr4:47840758-47840829 (-)
>Danio_rerio_tRNA-Glu-TTC-54-1 (tRNAscan-SE ID: chr4.trna9724) Glu (TTC) 72 bp Sc: 59.3 chr4:47838506-47838577 (-)
>Danio_rerio_tRNA-Glu-TTC-54-2 (tRNAscan-SE ID: chr4.trna3469) Glu (TTC) 72 bp Sc: 59.3 chr4:53224551-53224622 (+)
>Danio_rerio_tRNA-Glu-TTC-54-3 (tRNAscan-SE ID: chr4.trna6208) Glu (TTC) 72 bp Sc: 59.3 chr4:71835778-71835849 (-)
>Danio_rerio_tRNA-Glu-TTC-55-1 (tRNAscan-SE ID: chr4.trna10392) Glu (TTC) 72 bp Sc: 58.0 chr4:41807656-41807727 (-)
>Danio_rerio_tRNA-Glu-TTC-6-1 (tRNAscan-SE ID: chr4.trna10776) Glu (TTC) 72 bp Sc: 71.0 chr4:39020669-39020740 (-)
>Danio_rerio_tRNA-Glu-TTC-6-2 (tRNAscan-SE ID: chr4.trna10767) Glu (TTC) 72 bp Sc: 71.0 chr4:39027355-39027426 (-)
>Danio_rerio_tRNA-Glu-TTC-7-1 (tRNAscan-SE ID: chr4.trna2668) Glu (TTC) 72 bp Sc: 69.0 chr4:47924926-47924997 (+)
>Danio_rerio_tRNA-Glu-TTC-8-1 (tRNAscan-SE ID: chr4.trna11123) Glu (TTC) 72 bp Sc: 68.8 chr4:37744823-37744894 (-)
>Danio_rerio_tRNA-Glu-TTC-9-1 (tRNAscan-SE ID: chr4.trna4005) Glu (TTC) 72 bp Sc: 66.7 chr4:57748251-57748322 (+)
>Danio_rerio_tRNA-Gly-CCC-1-1 (tRNAscan-SE ID: chr4.trna10083) Gly (CCC) 71 bp Sc: 71.2 chr4:44272237-44272307 (-)
>Danio_rerio_tRNA-Gly-CCC-1-2 (tRNAscan-SE ID: chr4.trna8914) Gly (CCC) 71 bp Sc: 71.2 chr4:52886967-52887037 (-)
>Danio_rerio_tRNA-Gly-CCC-1-3 (tRNAscan-SE ID: chr4.trna6149) Gly (CCC) 71 bp Sc: 71.2 chr4:69769308-69769378 (+)
>Danio_rerio_tRNA-Gly-CCC-1-4 (tRNAscan-SE ID: chr4.trna6151) Gly (CCC) 71 bp Sc: 71.2 chr4:69769785-69769855 (+)
>Danio_rerio_tRNA-Gly-CCC-10-1 (tRNAscan-SE ID: chr4.trna2388) Gly (CCC) 71 bp Sc: 66.4 chr4:46715455-46715525 (+)
>Danio_rerio_tRNA-Gly-CCC-11-1 (tRNAscan-SE ID: chr4.trna6637) Gly (CCC) 71 bp Sc: 66.6 chr4:67068400-67068470 (-)
>Danio_rerio_tRNA-Gly-CCC-12-1 (tRNAscan-SE ID: chr4.trna5660) Gly (CCC) 71 bp Sc: 70.4 chr4:67208388-67208458 (+)
>Danio_rerio_tRNA-Gly-CCC-13-1 (tRNAscan-SE ID: chr4.trna11425) Gly (CCC) 71 bp Sc: 65.1 chr4:37124157-37124227 (-)
>Danio_rerio_tRNA-Gly-CCC-13-2 (tRNAscan-SE ID: chr4.trna1396) Gly (CCC) 71 bp Sc: 65.1 chr4:38966197-38966267 (+)
>Danio_rerio_tRNA-Gly-CCC-13-3 (tRNAscan-SE ID: chr4.trna5257) Gly (CCC) 71 bp Sc: 65.1 chr4:64376117-64376187 (+)
